Transaction Date,Customer ID,Age,Gender,Item Purchased,Category,Quantity,Purchase Amount (THB),Cost Price (THB),Location,Subscription Status,Shipping Type,Payment Method,Previous Purchases,Campaign Name
5/24/2025,C101103,26,Female,Heavyweight Pocket Tee,T-Shirts,1,1190,480,Chonburi,Inactive,Standard,E-Wallet,1,Email 2025-05
5/24/2025,C101646,26,Male,Graphic Tee - Script,T-Shirts,1,1090,430,Bangkok,Active,Standard,Credit Card,2,Social 2025-05
5/24/2025,C101075,24,Male,Work Pants - Straight,Bottoms,1,2290,960,Bangkok,Active,Standard,Cash on Delivery,1,Social 2025-05
5/24/2025,C101603,22,Male,Shorts - Twill,Bottoms,1,1590,600,Bangkok,Active,Standard,Credit Card,1,Social 2025-05
5/24/2025,C102468,31,Male,Hoodie - Arch Logo,Hoodies,1,2490,1050,Bangkok,Inactive,Same-Day,Bank Transfer,2,Social 2025-05
5/24/2025,C101599,23,Male,Snapback Cap - Script Logo,Caps,1,1290,420,Bangkok,Inactive,Standard,Credit Card,1,Email 2025-05
5/25/2025,C101686,24,Male,Varsity Jacket - Wool Blend,Outerwear,1,3990,1800,Chonburi,Inactive,Standard,Cash on Delivery,1,Affiliates 2025-05
5/25/2025,C100042,26,Male,Socks - Crew 3-Pack,Accessories,2,1180,360,Bangkok,Inactive,Standard,PromptPay,1,Social 2025-05
5/25/2025,C100235,31,Male,Shorts - Nylon,Bottoms,1,1490,560,Chonburi,Active,Express,Credit Card,1,Social 2025-05
5/25/2025,C101845,21,Female,Box Logo Tee,T-Shirts,2,1980,780,Phuket,Active,Standard,PromptPay,0,Social 2025-05
5/25/2025,C101758,37,Female,Tote Bag - Canvas,Accessories,1,990,300,Bangkok,Active,Express,Bank Transfer,0,Social 2025-05
5/25/2025,C100827,24,Male,Belt - Webbing,Accessories,1,690,220,Khon Kaen,Active,Standard,PromptPay,1,Email 2025-05
5/25/2025,C101277,29,Male,Shorts - Nylon,Bottoms,1,1490,560,Bangkok,Active,Standard,Credit Card,2,Social 2025-05
5/25/2025,C100485,18,Male,Coach Jacket - Nylon,Outerwear,1,2990,1300,Bangkok,Active,Same-Day,Credit Card,2,Email 2025-05
5/25/2025,C101432,32,Male,Varsity Jacket - Wool Blend,Outerwear,1,3990,1800,Phuket,Inactive,Standard,Cash on Delivery,2,Paid Search 2025-05
5/25/2025,C100626,21,Male,Socks - Crew 3-Pack,Accessories,1,590,180,Bangkok,Inactive,Express,PromptPay,0,Affiliates 2025-05
5/25/2025,C102297,35,Male,Zip Hoodie - Minimal,Hoodies,1,2690,1100,Bangkok,Active,Standard,Credit Card,1,Paid Search 2025-05
5/25/2025,C100608,16,Male,Belt - Webbing,Accessories,1,690,220,Rayong,Active,Standard,Bank Transfer,2,Paid Search 2025-05
5/25/2025,C102030,32,Female,Shorts - Nylon,Bottoms,2,2980,1120,Chonburi,Active,Express,Credit Card,1,Social 2025-05
5/25/2025,C100560,29,Female,Coach Jacket - Nylon,Outerwear,1,2990,1300,Rayong,Active,Standard,PromptPay,1,Affiliates 2025-05
5/25/2025,C100059,33,Female,Zip Hoodie - Minimal,Hoodies,1,2690,1100,Bangkok,Inactive,Express,PromptPay,2,Social 2025-05
5/25/2025,C102279,30,Male,Belt - Webbing,Accessories,1,690,220,Khon Kaen,Active,Express,E-Wallet,0,Email 2025-05
5/25/2025,C102396,21,Male,Belt - Webbing,Accessories,1,690,220,Khon Kaen,Inactive,Express,Bank Transfer,0,Paid Search 2025-05
5/25/2025,C100321,31,Female,Shorts - Nylon,Bottoms,1,1490,560,Bangkok,Active,Express,Credit Card,0,Social 2025-05
5/25/2025,C102319,20,Female,Shorts - Twill,Bottoms,1,1590,600,Chonburi,Inactive,Same-Day,Cash on Delivery,2,Email 2025-05
5/25/2025,C101531,16,Male,Heavyweight Pocket Tee,T-Shirts,1,1190,480,Khon Kaen,Inactive,Express,Credit Card,1,Social 2025-05
5/25/2025,C101722,31,Male,Snapback Cap - Arch Logo,Caps,1,1290,420,Bangkok,Active,Standard,Credit Card,0,Social 2025-05
5/25/2025,C102349,25,Male,Crewneck - Embroidered,Sweatshirts,1,2390,980,Bangkok,Active,Standard,Credit Card,2,Affiliates 2025-05
5/26/2025,C101101,16,Male,Snapback Cap - Arch Logo,Caps,2,2580,840,Bangkok,Active,Standard,PromptPay,3,Email 2025-05
5/26/2025,C100355,21,Male,Crewneck - Collegiate,Sweatshirts,1,2190,920,Bangkok,Inactive,Standard,Credit Card,1,Paid Search 2025-05
5/26/2025,C100982,21,Male,Graphic Tee - Script,T-Shirts,1,1090,430,Chiang Mai,Inactive,Standard,E-Wallet,1,Paid Search 2025-05
5/26/2025,C100105,29,Female,Crewneck - Embroidered,Sweatshirts,2,4780,1960,Bangkok,Active,Express,Credit Card,1,Paid Search 2025-05
5/26/2025,C102422,26,Male,Graphic Tee - Script,T-Shirts,1,1090,430,Khon Kaen,Active,Standard,Credit Card,3,Paid Search 2025-05
5/26/2025,C101545,30,Male,5-Panel Cap - Nylon,Caps,1,1190,380,Bangkok,Inactive,Standard,Cash on Delivery,0,Email 2025-05
5/26/2025,C100853,34,Male,Crewneck - Embroidered,Sweatshirts,2,4780,1960,Surat Thani,Inactive,Standard,Credit Card,0,Email 2025-05
5/26/2025,C101977,33,Male,Tote Bag - Canvas,Accessories,1,990,300,Khon Kaen,Active,Standard,E-Wallet,2,Social 2025-05
5/26/2025,C101590,21,Female,Snapback Cap - Script Logo,Caps,2,2580,840,Chonburi,Inactive,Standard,Credit Card,0,Social 2025-05
5/26/2025,C102210,19,Male,Tote Bag - Canvas,Accessories,1,990,300,Bangkok,Inactive,Same-Day,E-Wallet,0,Affiliates 2025-05
5/26/2025,C102418,29,Male,Cargo Pants - Relaxed,Bottoms,1,2490,1050,Bangkok,Active,Express,Cash on Delivery,0,Social 2025-05
5/26/2025,C102134,25,Female,Crewneck - Embroidered,Sweatshirts,1,2390,980,Bangkok,Inactive,Express,Credit Card,1,Paid Search 2025-05
5/26/2025,C101781,27,Female,Zip Hoodie - Minimal,Hoodies,2,5380,2200,Bangkok,Active,Standard,Bank Transfer,0,Paid Search 2025-05
5/26/2025,C101826,20,Female,5-Panel Cap - Nylon,Caps,1,1190,380,Chiang Mai,Active,Express,E-Wallet,0,Social 2025-05
5/26/2025,C100432,25,Male,Graphic Tee - Script,T-Shirts,1,1090,430,Ayutthaya,Active,Express,Bank Transfer,0,Paid Search 2025-05
5/26/2025,C102119,26,Male,Coach Jacket - Nylon,Outerwear,1,2990,1300,Bangkok,Active,Standard,Cash on Delivery,1,Paid Search 2025-05
5/26/2025,C101643,30,Male,Box Logo Tee,T-Shirts,1,990,390,Chonburi,Inactive,Express,Credit Card,1,Email 2025-05
5/26/2025,C102429,25,Female,Zip Hoodie - Minimal,Hoodies,1,2690,1100,Chonburi,Inactive,Express,Cash on Delivery,1,Email 2025-05
5/26/2025,C102275,20,Male,Box Logo Tee,T-Shirts,1,990,390,Bangkok,Inactive,Standard,Bank Transfer,0,Email 2025-05
5/26/2025,C100393,38,Male,Heavyweight Pocket Tee,T-Shirts,1,1190,480,Bangkok,Active,Standard,Credit Card,1,Paid Search 2025-05
5/26/2025,C100248,38,Male,Shorts - Nylon,Bottoms,1,1490,560,Khon Kaen,Active,Express,Bank Transfer,1,Paid Search 2025-05
5/26/2025,C100125,40,Male,Crewneck - Embroidered,Sweatshirts,1,2390,980,Khon Kaen,Active,Standard,E-Wallet,2,Paid Search 2025-05
5/26/2025,C101159,25,Female,Shorts - Nylon,Bottoms,1,1490,560,Chiang Mai,Inactive,Standard,Credit Card,1,Social 2025-05
5/26/2025,C101077,24,Female,Cargo Pants - Relaxed,Bottoms,1,2490,1050,Chonburi,Active,Express,Bank Transfer,0,Paid Search 2025-05
5/27/2025,C102409,20,Male,Work Pants - Straight,Bottoms,1,2290,960,Phuket,Inactive,Express,Credit Card,0,Email 2025-05
5/27/2025,C100050,29,Male,Belt - Webbing,Accessories,1,690,220,Bangkok,Inactive,Express,PromptPay,3,Paid Search 2025-05
5/27/2025,C102227,23,Female,5-Panel Cap - Nylon,Caps,1,1190,380,Ayutthaya,Active,Standard,PromptPay,1,Paid Search 2025-05
5/27/2025,C100373,33,Male,Tote Bag - Canvas,Accessories,1,990,300,Ayutthaya,Active,Express,Credit Card,1,Paid Search 2025-05
5/27/2025,C100604,29,Male,Coach Jacket - Nylon,Outerwear,2,5980,2600,Khon Kaen,Active,Standard,Credit Card,0,Affiliates 2025-05
5/27/2025,C102127,34,Male,Box Logo Tee,T-Shirts,1,990,390,Bangkok,Inactive,Express,Bank Transfer,1,Paid Search 2025-05
5/27/2025,C101257,30,Male,Box Logo Tee,T-Shirts,1,990,390,Chonburi,Active,Standard,Cash on Delivery,1,Email 2025-05
5/27/2025,C101997,22,Female,Box Logo Tee,T-Shirts,2,1980,780,Chiang Mai,Active,Express,PromptPay,1,Email 2025-05
5/27/2025,C100537,25,Male,Heavyweight Pocket Tee,T-Shirts,3,3570,1440,Khon Kaen,Inactive,Express,Bank Transfer,0,Paid Search 2025-05
5/27/2025,C101556,32,Male,Crewneck - Embroidered,Sweatshirts,1,2390,980,Bangkok,Inactive,Same-Day,Bank Transfer,2,Social 2025-05
5/27/2025,C100746,28,Other,Coach Jacket - Nylon,Outerwear,2,5980,2600,Chonburi,Active,Standard,PromptPay,4,Email 2025-05
5/27/2025,C101702,31,Male,Box Logo Tee,T-Shirts,2,1980,780,Chonburi,Active,Express,Cash on Delivery,2,Paid Search 2025-05
5/27/2025,C101662,16,Female,Cargo Pants - Relaxed,Bottoms,1,2490,1050,Surat Thani,Inactive,Standard,Credit Card,3,Social 2025-05
5/27/2025,C100381,23,Male,Cargo Pants - Relaxed,Bottoms,1,2490,1050,Khon Kaen,Inactive,Standard,Credit Card,1,Paid Search 2025-05
5/27/2025,C101346,16,Female,Cargo Pants - Relaxed,Bottoms,1,2490,1050,Chiang Mai,Active,Standard,Credit Card,0,Email 2025-05
5/27/2025,C101346,16,Female,Cargo Pants - Relaxed,Bottoms,1,2490,1050,Chiang Mai,Active,Express,Credit Card,1,Paid Search 2025-05
5/27/2025,C102332,18,Male,Box Logo Tee,T-Shirts,1,990,390,Khon Kaen,Active,Express,Credit Card,0,Email 2025-05
5/27/2025,C100757,28,Male,Shorts - Twill,Bottoms,1,1590,600,Chiang Mai,Inactive,Standard,PromptPay,1,Social 2025-05
5/27/2025,C101266,26,Male,Crewneck - Collegiate,Sweatshirts,2,4380,1840,Chiang Mai,Active,Express,Bank Transfer,1,Email 2025-05
5/28/2025,C101015,28,Female,Shorts - Twill,Bottoms,1,1590,600,Khon Kaen,Inactive,Standard,PromptPay,1,Social 2025-05
5/28/2025,C100128,28,Male,Snapback Cap - Script Logo,Caps,1,1290,420,Bangkok,Active,Standard,E-Wallet,0,Social 2025-05
5/28/2025,C100128,28,Male,Box Logo Tee,T-Shirts,1,990,390,Bangkok,Active,Standard,PromptPay,0,Email 2025-05
5/28/2025,C101598,27,Male,Socks - Crew 3-Pack,Accessories,1,590,180,Bangkok,Active,Standard,Cash on Delivery,2,Affiliates 2025-05
5/28/2025,C101199,35,Female,Cargo Pants - Relaxed,Bottoms,2,4980,2100,Bangkok,Active,Standard,Credit Card,1,Email 2025-05
5/28/2025,C100861,18,Male,Heavyweight Pocket Tee,T-Shirts,1,1190,480,Chiang Mai,Active,Standard,Credit Card,1,Social 2025-05
5/28/2025,C101685,34,Male,Belt - Webbing,Accessories,1,690,220,Khon Kaen,Inactive,Standard,PromptPay,0,Social 2025-05
5/28/2025,C101959,28,Male,Graphic Tee - Script,T-Shirts,1,1090,430,Chiang Mai,Inactive,Standard,Cash on Delivery,2,Paid Search 2025-05
5/28/2025,C100948,27,Female,Tote Bag - Canvas,Accessories,2,1980,600,Khon Kaen,Active,Standard,PromptPay,0,Email 2025-05
5/28/2025,C101575,27,Male,Tote Bag - Canvas,Accessories,1,990,300,Surat Thani,Inactive,Standard,Credit Card,6,Social 2025-05
5/28/2025,C100254,18,Female,Snapback Cap - Arch Logo,Caps,1,1290,420,Bangkok,Active,Standard,Bank Transfer,1,Email 2025-05
5/28/2025,C100872,19,Female,Snapback Cap - Arch Logo,Caps,1,1290,420,Bangkok,Inactive,Standard,PromptPay,3,Paid Search 2025-05
5/28/2025,C102296,30,Male,Box Logo Tee,T-Shirts,1,990,390,Chonburi,Inactive,Express,Credit Card,1,Affiliates 2025-05
5/28/2025,C101173,27,Male,Box Logo Tee,T-Shirts,1,990,390,Surat Thani,Active,Standard,Bank Transfer,3,Email 2025-05
5/28/2025,C101467,29,Female,5-Panel Cap - Nylon,Caps,2,2380,760,Phuket,Inactive,Standard,PromptPay,1,Social 2025-05
5/28/2025,C100736,29,Female,Zip Hoodie - Minimal,Hoodies,2,5380,2200,Bangkok,Active,Express,E-Wallet,0,Social 2025-05
5/28/2025,C100467,32,Male,Snapback Cap - Script Logo,Caps,1,1290,420,Bangkok,Active,Standard,PromptPay,1,Email 2025-05
5/28/2025,C101142,26,Male,Cargo Pants - Relaxed,Bottoms,1,2490,1050,Chonburi,Active,Standard,Credit Card,2,Paid Search 2025-05
5/28/2025,C101259,27,Female,Shorts - Nylon,Bottoms,1,1490,560,Khon Kaen,Active,Standard,PromptPay,2,Social 2025-05
5/28/2025,C100798,27,Male,Shorts - Twill,Bottoms,1,1590,600,Chonburi,Active,Standard,Bank Transfer,2,Email 2025-05
5/28/2025,C101644,21,Male,Crewneck - Collegiate,Sweatshirts,1,2190,920,Chonburi,Inactive,Standard,Credit Card,0,Email 2025-05
5/28/2025,C100837,21,Male,Crewneck - Collegiate,Sweatshirts,2,4380,1840,Bangkok,Active,Express,PromptPay,1,Email 2025-05
5/28/2025,C101492,24,Male,Shorts - Nylon,Bottoms,1,1490,560,Chonburi,Active,Standard,Credit Card,2,Paid Search 2025-05
5/28/2025,C101955,35,Male,Zip Hoodie - Minimal,Hoodies,1,2690,1100,Ayutthaya,Active,Express,E-Wallet,1,Paid Search 2025-05
5/28/2025,C100820,24,Male,Snapback Cap - Script Logo,Caps,2,2580,840,Bangkok,Active,Standard,E-Wallet,1,Email 2025-05
5/28/2025,C100779,31,Male,Belt - Webbing,Accessories,2,1380,440,Chonburi,Inactive,Standard,Credit Card,1,Social 2025-05
5/28/2025,C100892,33,Male,Crewneck - Embroidered,Sweatshirts,2,4780,1960,Chiang Mai,Inactive,Standard,Credit Card,1,Affiliates 2025-05
5/28/2025,C102243,18,Male,Graphic Tee - Script,T-Shirts,1,1090,430,Phuket,Active,Standard,Bank Transfer,1,Email 2025-05
5/28/2025,C100408,28,Male,Snapback Cap - Script Logo,Caps,3,3870,1260,Khon Kaen,Inactive,Standard,PromptPay,1,Paid Search 2025-05
5/28/2025,C100284,40,Male,Hoodie - Arch Logo,Hoodies,1,2490,1050,Chonburi,Active,Express,Bank Transfer,1,Email 2025-05
5/28/2025,C102478,19,Female,Shorts - Twill,Bottoms,2,3180,1200,Phuket,Active,Standard,Credit Card,1,Paid Search 2025-05
5/28/2025,C101793,31,Female,Zip Hoodie - Minimal,Hoodies,1,2690,1100,Bangkok,Inactive,Express,PromptPay,4,Email 2025-05
5/28/2025,C102466,22,Male,Crewneck - Embroidered,Sweatshirts,1,2390,980,Ayutthaya,Active,Same-Day,Bank Transfer,1,Affiliates 2025-05
5/28/2025,C100479,34,Male,Coach Jacket - Nylon,Outerwear,1,2990,1300,Phuket,Active,Standard,Cash on Delivery,1,Paid Search 2025-05
5/28/2025,C101293,32,Other,Crewneck - Collegiate,Sweatshirts,1,2190,920,Chiang Mai,Inactive,Same-Day,E-Wallet,1,Social 2025-05
5/29/2025,C100143,28,Male,Snapback Cap - Arch Logo,Caps,1,1290,420,Chonburi,Inactive,Express,E-Wallet,2,Paid Search 2025-05
5/29/2025,C100075,32,Male,Shorts - Nylon,Bottoms,2,2980,1120,Khon Kaen,Inactive,Same-Day,Credit Card,1,Social 2025-05
5/29/2025,C102022,35,Male,Cargo Pants - Relaxed,Bottoms,2,4980,2100,Ayutthaya,Active,Same-Day,PromptPay,1,Email 2025-05
5/29/2025,C100803,24,Female,Snapback Cap - Script Logo,Caps,1,1290,420,Chonburi,Inactive,Express,E-Wallet,3,Paid Search 2025-05
5/29/2025,C102378,25,Male,Snapback Cap - Script Logo,Caps,2,2580,840,Bangkok,Active,Same-Day,E-Wallet,2,Social 2025-05
5/29/2025,C100655,27,Male,Hoodie - Arch Logo,Hoodies,1,2490,1050,Chonburi,Active,Standard,Credit Card,2,Social 2025-05
5/29/2025,C100083,24,Male,Snapback Cap - Arch Logo,Caps,1,1290,420,Surat Thani,Active,Standard,Cash on Delivery,3,Paid Search 2025-05
5/29/2025,C100860,28,Female,Work Pants - Straight,Bottoms,2,4580,1920,Chonburi,Inactive,Standard,Credit Card,1,Social 2025-05
5/29/2025,C101100,33,Male,Crewneck - Collegiate,Sweatshirts,1,2190,920,Ayutthaya,Active,Express,PromptPay,1,Paid Search 2025-05
5/29/2025,C101356,24,Male,5-Panel Cap - Nylon,Caps,1,1190,380,Chonburi,Active,Standard,Cash on Delivery,1,Social 2025-05
5/29/2025,C102248,26,Other,Heavyweight Pocket Tee,T-Shirts,2,2380,960,Rayong,Active,Standard,PromptPay,1,Social 2025-05
5/29/2025,C100545,22,Male,Box Logo Tee,T-Shirts,1,990,390,Bangkok,Active,Express,Cash on Delivery,3,Email 2025-05
5/29/2025,C100663,24,Male,Zip Hoodie - Minimal,Hoodies,2,5380,2200,Chiang Mai,Inactive,Standard,Bank Transfer,0,Social 2025-05
5/29/2025,C101410,35,Female,Hoodie - Arch Logo,Hoodies,1,2490,1050,Bangkok,Active,Standard,PromptPay,1,Social 2025-05
5/29/2025,C100231,28,Male,Zip Hoodie - Minimal,Hoodies,1,2690,1100,Bangkok,Active,Standard,Credit Card,2,Paid Search 2025-05
5/29/2025,C102451,22,Male,Box Logo Tee,T-Shirts,1,990,390,Bangkok,Active,Standard,Credit Card,0,Paid Search 2025-05
5/29/2025,C100139,20,Male,Socks - Crew 3-Pack,Accessories,1,590,180,Chiang Mai,Inactive,Standard,Credit Card,1,Email 2025-05
5/29/2025,C101214,25,Male,Cargo Pants - Relaxed,Bottoms,1,2490,1050,Surat Thani,Active,Standard,Credit Card,2,Social 2025-05
5/29/2025,C100098,27,Female,Graphic Tee - Script,T-Shirts,1,1090,430,Chiang Mai,Active,Express,Bank Transfer,2,Email 2025-05
5/29/2025,C100846,29,Female,Belt - Webbing,Accessories,3,2070,660,Bangkok,Active,Standard,Credit Card,1,Paid Search 2025-05
5/29/2025,C100597,21,Female,Belt - Webbing,Accessories,1,690,220,Phuket,Active,Standard,Bank Transfer,1,Paid Search 2025-05
5/29/2025,C100573,26,Female,Shorts - Twill,Bottoms,1,1590,600,Bangkok,Active,Standard,PromptPay,3,Paid Search 2025-05
5/29/2025,C100055,33,Male,Cargo Pants - Relaxed,Bottoms,1,2490,1050,Chonburi,Inactive,Standard,Credit Card,2,Social 2025-05
5/29/2025,C100098,27,Female,Crewneck - Collegiate,Sweatshirts,2,4380,1840,Chiang Mai,Active,Express,Credit Card,4,Social 2025-05
5/30/2025,C100928,36,Female,Shorts - Nylon,Bottoms,1,1490,560,Bangkok,Active,Standard,Credit Card,1,Paid Search 2025-05
5/30/2025,C100963,31,Male,Snapback Cap - Arch Logo,Caps,1,1290,420,Khon Kaen,Active,Standard,E-Wallet,0,Paid Search 2025-05
5/30/2025,C101785,18,Female,Crewneck - Embroidered,Sweatshirts,1,2390,980,Bangkok,Active,Standard,Cash on Delivery,1,Social 2025-05
5/30/2025,C100603,35,Male,Snapback Cap - Arch Logo,Caps,1,1290,420,Chiang Mai,Inactive,Standard,Credit Card,0,Email 2025-05
5/30/2025,C100652,25,Male,Hoodie - Arch Logo,Hoodies,1,2490,1050,Bangkok,Active,Express,Credit Card,2,Paid Search 2025-05
5/30/2025,C100076,28,Male,Graphic Tee - Script,T-Shirts,1,1090,430,Surat Thani,Active,Express,Credit Card,2,Social 2025-05
5/30/2025,C102205,30,Male,Hoodie - Arch Logo,Hoodies,1,2490,1050,Rayong,Inactive,Standard,Credit Card,0,Email 2025-05
5/30/2025,C100671,16,Male,Heavyweight Pocket Tee,T-Shirts,2,2380,960,Phuket,Active,Same-Day,Bank Transfer,1,Social 2025-05
5/30/2025,C100891,30,Female,Box Logo Tee,T-Shirts,2,1980,780,Chonburi,Active,Standard,Cash on Delivery,4,Social 2025-05
5/30/2025,C100635,17,Male,Snapback Cap - Arch Logo,Caps,1,1290,420,Bangkok,Active,Express,Credit Card,1,Social 2025-05
5/30/2025,C101235,37,Male,Hoodie - Arch Logo,Hoodies,1,2490,1050,Bangkok,Active,Standard,Credit Card,1,Paid Search 2025-05
5/30/2025,C102294,22,Male,Tote Bag - Canvas,Accessories,1,990,300,Bangkok,Inactive,Standard,Bank Transfer,1,Paid Search 2025-05
5/30/2025,C101485,33,Female,Box Logo Tee,T-Shirts,1,990,390,Phuket,Active,Express,PromptPay,0,Paid Search 2025-05
5/30/2025,C101267,22,Female,Varsity Jacket - Wool Blend,Outerwear,1,3990,1800,Khon Kaen,Active,Standard,Credit Card,0,Social 2025-05
5/30/2025,C101128,27,Male,Snapback Cap - Arch Logo,Caps,1,1290,420,Phuket,Active,Express,PromptPay,2,Paid Search 2025-05
5/30/2025,C102483,22,Male,Crewneck - Collegiate,Sweatshirts,1,2190,920,Bangkok,Active,Standard,Credit Card,1,Paid Search 2025-05
5/30/2025,C102095,27,Female,Crewneck - Collegiate,Sweatshirts,1,2190,920,Bangkok,Active,Standard,PromptPay,2,Social 2025-05
5/30/2025,C100809,22,Male,Shorts - Nylon,Bottoms,1,1490,560,Bangkok,Inactive,Express,Cash on Delivery,1,Email 2025-05
5/30/2025,C101099,29,Male,Hoodie - Arch Logo,Hoodies,1,2490,1050,Chonburi,Active,Standard,Bank Transfer,3,Email 2025-05
5/30/2025,C102156,25,Female,Snapback Cap - Script Logo,Caps,1,1290,420,Bangkok,Active,Standard,Credit Card,1,Social 2025-05
5/30/2025,C100922,28,Male,Snapback Cap - Arch Logo,Caps,1,1290,420,Chonburi,Inactive,Standard,Credit Card,3,Paid Search 2025-05
5/30/2025,C102430,30,Male,5-Panel Cap - Nylon,Caps,1,1190,380,Phuket,Inactive,Standard,Credit Card,1,Affiliates 2025-05
5/30/2025,C100422,26,Male,Cargo Pants - Relaxed,Bottoms,1,2490,1050,Bangkok,Active,Standard,Cash on Delivery,3,Email 2025-05
5/30/2025,C100156,38,Female,Work Pants - Straight,Bottoms,1,2290,960,Khon Kaen,Inactive,Standard,Cash on Delivery,0,Email 2025-05
5/30/2025,C100701,33,Male,Snapback Cap - Script Logo,Caps,1,1290,420,Rayong,Active,Standard,Cash on Delivery,0,Email 2025-05
5/30/2025,C100591,24,Male,Box Logo Tee,T-Shirts,2,1980,780,Chiang Mai,Active,Standard,Credit Card,0,Social 2025-05
5/31/2025,C101189,21,Male,Graphic Tee - Script,T-Shirts,1,1090,430,Bangkok,Inactive,Express,Credit Card,1,Social 2025-05
5/31/2025,C101051,29,Male,Belt - Webbing,Accessories,1,690,220,Khon Kaen,Inactive,Standard,Credit Card,1,Social 2025-05
5/31/2025,C100545,22,Male,Box Logo Tee,T-Shirts,1,990,390,Bangkok,Active,Express,E-Wallet,1,Social 2025-05
5/31/2025,C101742,27,Female,Shorts - Twill,Bottoms,1,1590,600,Bangkok,Active,Standard,Credit Card,0,Email 2025-05
5/31/2025,C102147,22,Male,Shorts - Nylon,Bottoms,1,1490,560,Rayong,Active,Standard,Cash on Delivery,2,Paid Search 2025-05
5/31/2025,C102315,30,Male,Box Logo Tee,T-Shirts,1,990,390,Bangkok,Active,Standard,Cash on Delivery,0,Paid Search 2025-05
5/31/2025,C101424,21,Female,Socks - Crew 3-Pack,Accessories,1,590,180,Ayutthaya,Active,Standard,Credit Card,0,Paid Search 2025-05
5/31/2025,C102390,16,Female,Box Logo Tee,T-Shirts,1,990,390,Chonburi,Inactive,Standard,Credit Card,2,Email 2025-05
5/31/2025,C101848,33,Male,Snapback Cap - Arch Logo,Caps,1,1290,420,Chiang Mai,Inactive,Standard,Credit Card,0,Social 2025-05
5/31/2025,C100581,25,Female,Coach Jacket - Nylon,Outerwear,2,5980,2600,Bangkok,Active,Standard,Bank Transfer,0,Social 2025-05
5/31/2025,C101127,22,Male,Snapback Cap - Script Logo,Caps,1,1290,420,Khon Kaen,Active,Standard,Credit Card,0,Paid Search 2025-05
5/31/2025,C100893,34,Female,Belt - Webbing,Accessories,2,1380,440,Bangkok,Inactive,Standard,E-Wallet,1,Paid Search 2025-05
5/31/2025,C102404,37,Female,Crewneck - Collegiate,Sweatshirts,1,2190,920,Bangkok,Active,Express,E-Wallet,2,Email 2025-05
5/31/2025,C101298,29,Male,Coach Jacket - Nylon,Outerwear,1,2990,1300,Phuket,Inactive,Standard,Credit Card,1,Social 2025-05
5/31/2025,C102464,32,Male,Box Logo Tee,T-Shirts,1,990,390,Chiang Mai,Active,Standard,Cash on Delivery,0,Email 2025-05
5/31/2025,C101370,26,Female,Crewneck - Collegiate,Sweatshirts,2,4380,1840,Bangkok,Active,Standard,Credit Card,3,Social 2025-05
5/31/2025,C100381,23,Male,Crewneck - Embroidered,Sweatshirts,1,2390,980,Khon Kaen,Inactive,Standard,Credit Card,1,Paid Search 2025-05
5/31/2025,C100645,25,Male,Shorts - Twill,Bottoms,3,4770,1800,Bangkok,Active,Standard,Credit Card,1,Paid Search 2025-05
5/31/2025,C100695,25,Female,Tote Bag - Canvas,Accessories,1,990,300,Surat Thani,Active,Standard,PromptPay,0,Paid Search 2025-05
5/31/2025,C100859,31,Female,5-Panel Cap - Nylon,Caps,1,1190,380,Rayong,Inactive,Express,Cash on Delivery,3,Email 2025-05
5/31/2025,C102427,27,Male,Cargo Pants - Relaxed,Bottoms,1,2490,1050,Chiang Mai,Active,Standard,Credit Card,0,Social 2025-05
5/31/2025,C101325,16,Male,Shorts - Twill,Bottoms,1,1590,600,Khon Kaen,Inactive,Standard,Cash on Delivery,2,Affiliates 2025-05
5/31/2025,C101164,33,Female,Zip Hoodie - Minimal,Hoodies,1,2690,1100,Bangkok,Inactive,Standard,PromptPay,1,Email 2025-05
5/31/2025,C101570,32,Male,Snapback Cap - Script Logo,Caps,2,2580,840,Bangkok,Active,Express,PromptPay,2,Affiliates 2025-05
5/31/2025,C100711,26,Male,Socks - Crew 3-Pack,Accessories,1,590,180,Chiang Mai,Active,Standard,Credit Card,1,Social 2025-05
5/31/2025,C100444,19,Male,Crewneck - Collegiate,Sweatshirts,1,2190,920,Bangkok,Active,Standard,Credit Card,1,Paid Search 2025-05
5/31/2025,C102375,36,Male,Work Pants - Straight,Bottoms,1,2290,960,Phuket,Inactive,Standard,Cash on Delivery,1,Paid Search 2025-05
5/31/2025,C101284,22,Other,Hoodie - Arch Logo,Hoodies,1,2490,1050,Ayutthaya,Inactive,Standard,Bank Transfer,0,Email 2025-05
6/1/2025,C101110,26,Male,Hoodie - Arch Logo,Hoodies,1,2490,1050,Rayong,Active,Standard,Bank Transfer,3,Affiliates 2025-06
6/1/2025,C100469,24,Male,Socks - Crew 3-Pack,Accessories,2,1180,360,Chonburi,Active,Express,Cash on Delivery,0,Email 2025-06
6/1/2025,C100084,22,Male,Hoodie - Arch Logo,Hoodies,1,2490,1050,Surat Thani,Inactive,Same-Day,Credit Card,0,Social 2025-06
6/1/2025,C100618,30,Male,Tote Bag - Canvas,Accessories,2,1980,600,Bangkok,Active,Standard,PromptPay,1,Paid Search 2025-06
6/1/2025,C100830,19,Female,Cargo Pants - Relaxed,Bottoms,1,2490,1050,Rayong,Active,Standard,Credit Card,0,Social 2025-06
